id,year,keywords,_year,_authors,_inventory_number,_title
KMS3632,1680,"canvas,oil,portrait",1693,Hyacinthe Rigaud,KMS3632,Portrait of King Frederik IV as Prince
KMS1493,1820,"canvas,paper,oil",1835,Christen Købke,KMS1493,Frederiksborg Castle seen from the Northwest. Study
KMSst537,1660,"canvas,oil,trompe-l'œil",1668,Cornelis Norbertus Gysbrechts,KMSst537,Trompe l'oeil with Studio Wall and Vanitas Still Life
KMS3020,1660,"canvas,oil",1675,H. Drost,KMS3020,Trompe l'Oeil. Board with an Etching of a Man with a Pipe
KMS8576,1820,"canvas,oil,portrait",1832,Wilhelm Bendz,KMS8576,Portrait of the German Painter Wilhelm von Kaulbach
KMS6614,1720,"canvas,oil",1737,Giovanni Antonio Guardi,KMS6614,The Fight between Tancred and Argante With Clorinda in the Background
KMSsp145,1600,"canvas,oil,religious art",1602,Hans Rottenhammer,KMSsp145,The Marriage at Cana
KMS1044,1840,"canvas,oil",1841,Fritz Thomsen,KMS1044,Rosetta
KMS7984,1800,"canvas,oil paint,landscape art",1809,Christoffer Wilhelm Eckersberg,KMS7984,View of the Park of Liselund Manor on the Island of Møn
KMS4306,1900,"canvas,oil",1910,Karl Schou,KMS4306,Piazzale Michelangelo near Florence
KMS1637,1660,"wood,oil,tronie",1660,Aert de Gelder,KMS1637,Portrait of an Oriental Man
KMSsp314,1680,"canvas,oil",1683,Hendrik Schoock,KMSsp314,Flower Piece
KMS3363,1820,"canvas,oil",1820,Johan Christian Dahl,KMS3363,The Gulf of Naples. Moonlight
KMSsp123,1660,"canvas,oil",1678,Girolamo Troppa,KMSsp123,Apollo Flaying Marsyas
KMS125,1820,"canvas,oil",1827,Constantin Hansen,KMS125,"Three Young Girls (The Artist's Sisters: Alvilde, Ida and Henriette)"
KMS4552,1900,"canvas,oil",1900,Christian Mourier-Petersen,KMS4552,"Frederikke von Scholten, née Arendrup, the Artist's Mother-in-Law"
KMS1531,1660,"canvas,oil,still life",1678,Willem Kalf,KMS1531,"Pronk Still Life with Holbein Bowl, Nautilus Cup, Glass Goblet and Fruit Dish"
KMSsp425,1640,"canvas,oil",1655,Gerard Houckgeest,KMSsp425,Interior of Sint Gertrudiskerk in Bergen op Zoom
KMS1039,1840,"canvas,oil",1853,Fritz Thomsen,KMS1039,Jutta
KMS7213,1840,"canvas,oil",1843,P. C. Skovgaard,KMS7213,Beach at Rågeleje
KMS719,1840,"canvas,oil,landscape art",1853,Vilhelm Kyhn,KMS719,Winter Night in a Forest
KMS497,1840,"canvas,oil",1845,Emanuel Larsen,KMS497,Ships Off the Coast of Zealand. Morning
KMS4215,1840,"canvas,oil",1847,Carlo Dalgas,KMS4215,Ved Præstø Fjord i blæst
KMS6479,1840,"paper,canvas,oil,landscape art",1845,Johan Lundbye,KMS6479,"Landscape near Tivoli, Italy"
KMS4043,1880,"canvas,oil,landscape art",1887,Michael Peter Ancher,KMS4043,Two Girls in a Field. A Summer’s Day
KMS1629,1880,"paper,oil",1897,Joakim Skovgaard,KMS1629,Tisvilde Strand. Gråvejr
KMS3357,1780,"canvas,oil",1796,Nicolai Abildgaard,KMS3357,The Death of Achilles
KMS4112,1640,"canvas,oil",1651,Salvator Rosa,KMS4112,Democritus in Meditation
KMS1850,1900,"canvas,oil",1903,Johan Rohde,KMS1850,"Ane Marie Rohde, f. Schmidt, kunstnerens moder"
KMSsp518,1660,"canvas,oil",1661,Jacob van der Does,KMSsp518,The Flock of Sheep
KMSsp508,1660,"canvas,landscape art",1670,Adam Pynacker,KMSsp508,Southern Landscape with Herdsmen
KMS612,1840,"canvas,oil,still life",1851,O.D. Ottesen,KMS612,Still Life with Melons and Grapes
KMS1644,1840,"canvas,oil",1847,Johan Lundbye,KMS1644,"A Croft at Lodskov near Vognserup Manor, Zealand"
KMS3608,1660,"canvas,oil",1660,Adriaen van de Velde,KMS3608,Pasture with Horses and Cattle
KMS3141,1880,"canvas,oil,religious art",1894,Joakim Skovgaard,KMS3141,Christ in the Realm of the Dead
KMS4226,1880,"canvas,oil,genre art",1885,Hans Smidth,KMS4226,En skolestue med en læsende dreng
KMS3186,1800,"canvas,oil,architectural painting",1816,Christoffer Wilhelm Eckersberg,KMS3186,The Cloisters of San Lorenzo fuori le mura in Rome
KMSst1HH,1740,"canvas,oil,portrait",1759,Carl Gustaf Pilo,KMSst1HH,Portræt af hertuginde Antoinette Amalie af Braunschweig-Wolfenbüttel
KMS3923,1620,"wood,oil,landscape art,genre art",1620,Esaias van de Velde,KMS3923,A Village Looted at Night
KMS3156,1820,"canvas,paper,oil",1833,Christen Købke,KMS3156,View from a Window in Toldbodvej Looking Towards the Citadel in Copenhagen
KMS8055,1900,"canvas,oil",1912,Jens Adolf Jerichau,KMS8055,"Dante. Prophets, Opus I"
KMS4281,1840,"canvas,oil,marine art",1850,Emanuel Larsen,KMS4281,"View from Langelinie towards the Royal naval Dockyards at Nyholm, Copenhagen. Morning Light"
KMS177,1820,"canvas,oil,battle painting",1830,Emil Normann,KMS177,Slaget på Rheden den 2. april 1801
KMS1168,1620,"canvas,oil,religious art",1620,Francis Cleyn,KMS1168,"The Presentation of Christ in the Temple, and the Baptism of Christ"
KMSsp544,1660,"canvas,oil",1677,Ludolf Bakhuizen,KMSsp544,A Storm
KMS3342,1800,"canvas,oil,mythological painting",1809,Nicolai Abildgaard,KMS3342,"Apollo charging the Parcae to visit Ceres, who has fled from the Earth"
KMS7543,1820,"canvas,oil,portrait",1834,Martinus Rørbye,KMS7543,"The Artist's Mother, Frederikke Eleonore Cathrine Rørbye, née Stockfleth"
KMS2025,1660,"canvas,oil,landscape art",1670,Jacob van Ruisdael,KMS2025,Landscape with a Hunting Scene
KMS1879,1680,"canvas,oil,mythological painting",1681,Johannes van Haensbergen,KMS1879,Diana and Callisto
KMS3814,1640,"canvas,oil,group portrait",1650,Karel van Mander III,KMS3814,The Artist with his Family
KMS8578,1880,"canvas,oil,portrait",1890,Vilhelm Hammershøi,KMS8578,"Portræt af Ida Ilsted, senere kunstnerens hustru"
KMS3630,1740,"canvas,oil",1750,Francesco Guardi,KMS3630,Bucintoro-festen i Venedig
KMS4616,1820,"canvas,oil",1826,Christian Albrecht Jensen,KMS4616,"Johannes Søbøtker Hohlenberg, Leder af den danske handelsstation i Serampore nær Calcutta"
DEP9,1480,"wood,oil,religious art",1480,anonymous,DEP9,The Adoration of the Kings
KMS853,1860,"canvas,oil",1867,Carl Neumann,KMS853,Skibe under land efter en byge
KMS716,1840,"canvas,oil,landscape art",1854,Emanuel Larsen,KMS716,Aften ved Middelhavet. I baggrunden Marseille og øen If
KMS1214,1860,"canvas,oil",1860,P. C. Skovgaard,KMS1214,"Amalie Elisabeth Freund, f. von Würden. Billedhuggeren H. E. Freunds hustru"
KMS3243,1900,"canvas,oil",1909,Karl Schou,KMS3243,Ved Canal Grande i Venedig
KMS3763,1880,"canvas,oil,portrait",1886,Julius Paulsen,KMS3763,"The Painter Agnes Paulsen, the Artist's Sister, at her Easel"
KMS409,1840,"canvas,oil,landscape art",1842,Louis Gurlitt,KMS409,"A Landscape near Himmelbjerget, Jutland. In the Foreground a Gypsy Family"
KMSsp417,1660,"canvas,oil,portrait",1679,Gerard ter Borch,KMSsp417,Portrait of a Man
KMS8266,1860,"canvas,oil",1877,Laurits Tuxen,KMS8266,Male Nude in the Studio of Bonnat
KMS1962,1880,"canvas,oil,portrait",1897,Holga Reinhard,KMS1962,The Painter Ane Marie Hansen
KMS6339,1820,"canvas,oil",1837,Johan Lundbye,KMS6339,Kalundborg Church
KMS8151,1620,"oak,oil paint,portrait",1631,Thomas de Keyser,KMS8151,Portrait of a Man
KMSsp267,1620,"canvas,oil",1638,Jan Asselijn,KMSsp267,Nocturnal Crayfishing
KMSsp679,1640,"canvas,oil,still life",1645,Pieter de Ring,KMSsp679,Pronk Still life
KMSsp306,1660,"canvas,oil",1664,Gerard de Lairesse,KMSsp306,The Wedding of Alexander and Roxana
KMS3615,1820,"canvas,oil",1839,Wilhelm Marstrand,KMS3615,The Painter Christen Købke
KMS4136,1880,"canvas,oil,landscape art",1898,Laurits Andersen Ring,KMS4136,"Lady at Karrebæksminde Beach, Zealand"
KMS3209,1880,"canvas,oil",1889,Hans Smidth,KMS3209,Skov ved solnedgang
KMS1482,1880,"canvas,oil",1893,Julius Exner,KMS1482,Et telegram
KMS8558,1900,"canvas,oil",1914,Astrid Holm,KMS8558,Rose Laying the Table
KMS4334,1840,"canvas,oil",1854,P. C. Skovgaard,KMS4334,"View of the Grand Canal, Venice. In the Background S. Maria della Salute"
KMS1003,1660,"canvas,oil",1667,Gerrit Battem,KMS1003,A Village Celebration
KMS791,1800,"canvas,oil",1810,Heinrich August Grosch,KMS791,Prospekt af Vordingborg
KMS4150,1860,"canvas,oil",1868,Vilhelm Kyhn,KMS4150,Læsende dame uden for en havedør
KMS4219,1880,"canvas,oil,landscape art",1887,Fritz Syberg,KMS4219,A Rye Field near Svanninge
KMSst211,1680,"canvas,oil",1693,Jacob van Walscapelle,KMSst211,A Bunch of Flowers
KMS4088,1880,"canvas,oil",1898,H. A. Brendekilde,KMS4088,Den gamle mand ved spedelyset
KMS6499,1820,"canvas,paper,oil",1837,Johan Lundbye,KMS6499,Vinderød Church near Frederiksværk
KMS6186,1800,"canvas,oil",1800,Hubert Robert,KMS6186,A Quarry with a Flock of Sheep
KMS1111,1820,"canvas,oil",1836,Johann Baptist Kirner,KMS1111,Robbers Attacking Travellers
KMS3400,1900,"canvas,oil",1907,Rikard Lindström,KMS3400,Picture from Lofoten
KMS2080,1880,"canvas,oil,landscape art",1882,Louise Ravn-Hansen,KMS2080,Landskab ved Gyrstinge
KMS339,1820,"canvas,oil",1838,Thorald Læssøe,KMS339,Parti af Marmorpladsen med ruinerne af den ufuldførte Frederikskirke
KMS3317,1820,"canvas,oil",1833,Albert Küchler,KMS3317,En romersk gadescene
KMS4313,1860,"canvas,oil,history painting",1870,Kristian Zahrtmann,KMS4313,Leonora Christina in Prison
KMS1816,1780,"canvas,oil,portrait",1781,Jens Juel,KMS1816,Portrætskitse. Maleren N.A. Abildgaard (?).
KMS2098,1780,"canvas,oil",1795,Jens Juel,KMS2098,The Ryberg Family
KMS830,1860,"canvas,oil,religious art",1863,Carl Bloch,KMS830,Samson and the Philistines
KMS1542,1880,"canvas,oil,architectural painting",1896,Vilhelm Hammershøi,KMS1542,"Amalienborg Square, Copenhagen"
KMS9,1640,"wood,oil",1640,Jaspar Beckx,KMS9,"Diego Bemba,  a Servant of Don Miguel de Castro"
KMS3488,1800,"canvas,oil,landscape art",1815,Johan Christian Dahl,KMS3488,"The Bridge across Tryggevælde River with a View of Køge, Zealand"
KMS969,1640,"canvas,oil",1644,Willem van Diest,KMS969,Seascape with a Town in the Background
KMSsp268,1620,"canvas,oil",1638,Jan Asselijn,KMSsp268,Vesuvius Erupting at Nightfall
KMS3678,1820,"canvas,oil",1829,Constantin Hansen,KMS3678,The Interior of St Bendt's Church at Ringsted
KMS1825,1820,"canvas,oil,self-portrait",1836,Christian Albrecht Jensen,KMS1825,Self-Portrait
KMS3118,1900,"canvas,oil",1910,Julius Paulsen,KMS3118,"Under the Pont des Arts, Paris. Noon"
KMS3484,1660,"canvas,oil,portrait",1662,Alessandro Mattia,KMS3484,Portrait of Laura Chigi
KMS814,1860,"canvas,oil",1860,Godtfred Rump,KMS814,Et skyggefuldt sted i Hestehave ved Frederiksborg
KMS6990,1900,"canvas,oil",1901,Vilhelm Hammershøi,KMS6990,"Near Fortunen, Jægersborg Deer Park, North of Copenhagen"
KMS2011,1820,"canvas,oil,marine art",1839,Christoffer Wilhelm Eckersberg,KMS2011,"The Corvette ""Galathea"" Lying to in order to Send Help to the Brig ""St Jean"""
KMS723,1800,"canvas,oil,architectural painting",1815,Christoffer Wilhelm Eckersberg,KMS723,"S. Agnese fuori le mura, Rome"
KMS1851,1900,"canvas,oil",1904,Aksel M. Lassen,KMS1851,Eremitagesletten
KMS1331,1820,"canvas,oil",1836,Jørgen Roed,KMS1331,The Interior of Ribe Cathedral
KMS398,1840,"canvas,oil",1842,Johann Hermann Carmiencke,KMS398,Skovlandskab ved Hellebæk. Efterår
KMSsp510,1640,"canvas,oil,religious art",1649,Govert Flinck,KMSsp510,Korsfæstelsen
KMS611,1840,"canvas,oil",1841,Godtfred Rump,KMS611,A Wood near Frederiksborg Castle
KMS8010,1900,"canvas,oil,landscape art",1904,Vilhelm Hammershøi,KMS8010,"Tree Trunks. Arresødal near Frederiksværk, North Zealand"
KMS3990,1760,"canvas,oil,self-portrait",1764,Jens Juel,KMS3990,Self-portrait by Candlelight
KMS1686,1860,"canvas,oil",1873,Vilhelm Kyhn,KMS1686,Summer Evening near Ry
KMSsp474,1640,"canvas,oil,portrait",1658,Thomas Mathisen,KMSsp474,Portrait of a Lady in a Veil
KMS43,1800,"canvas,oil,landscape art",1817,Johan Christian Dahl,KMS43,"Mountainous Landscape with a Waterfall, Norway"
KMS3318,1800,"canvas,oil,portrait",1813,Christoffer Wilhelm Eckersberg,KMS3318,A Dancing Italian Girl
KMS7245,1880,"canvas,oil",1887,Vilhelm Hammershøi,KMS7245,Dagligstuen på Frederiksberg Allé
KMS8416,1900,"canvas,oil",1901,Jens Birkholm,KMS8416,Bedtime at the Shelter
KMS3393,1840,"canvas,oil",1846,P. C. Skovgaard,KMS3393,View Across Præstø Fiord towards the manor of Nysø
KMSsp723,1520,"wood,oil,portrait",1534,Lucas Cranach the Elder,KMSsp723,Portrait of a Mana
KMSsp889,1800,"canvas,oil",1813,Samuel Mygind,KMSsp889,Skovrigt landskab med et vandfald
KMS3820,1880,"canvas,oil,portrait",1889,Michael Peter Ancher,KMS3820,A Girl with Sunflowers
KMS4075,1820,"canvas,oil",1830,Constantin Hansen,KMS4075,Pastor Jens Bindesbøll
KMS7284,1820,"canvas,oil",1836,Christoffer Wilhelm Eckersberg,KMS7284,"Langebro, Copenhagen, in the Moonlight with Running Figures"
KMSsp58,1640,"canvas,oil",1645,Salvator Rosa,KMSsp58,The Founding of Thebes
KMS3766a,1900,"canvas,oil",1906,"Prince Eugen, Duke of Närke",KMS3766a,The White Boat
KMS1075,1860,"canvas,oil",1874,P. C. Skovgaard,KMS1075,Summer Afternoon with a Passing Shower. The Deer Park in Jægersborg North of Copenhagen
KMS597,1780,"canvas,oil",1785,Nicolai Abildgaard,KMS597,The Doctor´s Wife Reveals her Husband´s  Intention of Anatomising Niels Klim
KMS6395,1920,"canvas,oil",1922,Edvard Weie,KMS6395,Romantic Fantasy
KMS1512,1880,"canvas,oil",1882,Ludvig Kabell,KMS1512,Vej gennem en landsby
KMS1661,1880,"canvas,oil",1887,Kristian Zahrtmann,KMS1661,Job and His Friends
KMS7133,1860,"wood,oil,portrait",1879,Peder Severin Krøyer,KMS7133,Portræt af den franske maler Alfred Guillou
KMS7594,1820,"canvas,oil",1830,Wilhelm Bendz,KMS7594,The Raffenberg Family
KMS4194,1500,"wood,oil,religious art",1500,Benvenuto Tisi,KMS4194,The Virgin and Child
KMSsp126,1660,"canvas,oil,religious art",1679,Nicola Vaccaro,KMSsp126,Adam and Eve with Cain and Abel
KMSsp499,1640,"canvas,oil",1655,Cornelis Pietersz Bega,KMSsp499,A Sick Peasant Woman
KMS3674,1500,"wood,oil,religious art",1512,Lucas Cranach the Elder,KMS3674,Virgin and Child Adored by the Infant St John
KMS647,1700,"canvas,oil",1713,Karel Breydel,KMS647,Cavalry Skirmish at a Fortress
KMS1294,1640,"canvas,oil,portrait",1643,Simon Luttichuys,KMS1294,Portrait of Prince Henry of England
KMS967,1800,"canvas,oil,landscape art,architectural painting",1817,Johan Christian Dahl,KMS967,Frederiksborg Castle by Moonlight
KMS1766,1760,"canvas,oil",1778,Jens Juel,KMS1766,The Artist's First Betrothed
KMSsp214,1600,"wood,oil,landscape art",1615,Joos de Momper,KMSsp214,Rocky Landscape
KMS370,1760,"canvas,oil",1774,Jens Juel,KMS370,"The Roman Dwarf Francesco Ravai, called Bajocco"
KMS886,1760,"canvas,oil",1765,Allan Ramsay,KMS886,George III of England
KMS2086,1740,"canvas,oil",1754,Anton Müller,KMS2086,Venus og Amor
KMS1045,1840,"canvas,oil",1853,Fritz Thomsen,KMS1045,Helga
KMS345,1820,"canvas,oil",1838,Frederik Sødring,KMS345,Slottet Büresheim ved Eifelfloden
KMS3211,1900,"canvas,oil",1913,Hans Smidth,KMS3211,Hedelandskab med en dagvogn
KMSsp861,1780,"canvas,oil,allegory",1780,Nicolai Abildgaard,KMSsp861,Christian III Succouring Denmark
KMS3991,1600,"canvas,oil,portrait",1603,Jacopo da Empoli,KMS3991,Portrait of a Man
KMS1091,1820,"canvas,oil",1832,Franz Ludwig Catel,KMS1091,View of the Colosseum in Moonlight
KMS8604,1860,"canvas,oil",1868,Elisabeth Jerichau-Baumann,KMS8604,Queen Olga of Greece
KMS1570,1880,"canvas,oil,portrait",1896,Peder Severin Krøyer,KMS1570,Portrætgruppe
KMS3483,1820,"canvas,oil,portrait",1836,Christen Købke,KMS3483,"Portrait of the Artist´s Mother, Cecilia Margrethe Købke, née Petersen"
KMS3959,1880,"canvas,oil,portrait",1898,Laurits Andersen Ring,KMS3959,The Artist's Wife by Lamplight
KMS1621,1800,"canvas,oil,architectural painting",1814,Christoffer Wilhelm Eckersberg,KMS1621,The Marble Steps Leading to the Church of Santa Maria in Aracoeli in Rome
KMS1700,1820,"canvas,oil",1837,Christen Købke,KMS1700,View of the Bay near the Copenhagen Limekiln Looking North. A Quiet Summer Afternoon
KMS1714,1860,"canvas,oil,landscape art",1873,Janus la Cour,KMS1714,Ellebuske ved Almind Sø
DEP535,1900,"canvas,oil",1914,Laurits Andersen Ring,DEP535,Waiting for the Train. Level Crossing by Roskilde Highway
KMS3439,1780,"canvas,oil",1790,Christian August Lorentzen,KMS3439,Homage to Benjamin Franklin
KMS7103,1840,"canvas,oil",1849,Vilhelm Kyhn,KMS7103,"View of Roskilde Fjord near Frederikssund, Zealand"
KMS1470,1880,"canvas,oil",1893,Viggo Johansen,KMS1470,Moder skal læse. Kunstnerens hustru og barn
KMSsp776,1700,"canvas,oil,portrait",1714,Antoine Pesne,KMSsp776,"Portrait of a Painter (presumably C. L. Agricola, 1667-1719)"
KMS268,1820,"canvas,oil",1835,Moritz Unna,KMS268,En skolemester forelæser et par gamle folk et brev fra deres søn i udlandet
KMS1262,1820,"canvas,oil",1823,Johannes Ludvig Camradt,KMS1262,Køkkenurter
KMS1445,1780,"canvas,oil",1785,Jens Juel,KMS1445,"Charlotte Sophie Gerner, f. Rasch, Henrik Gerners hustru"
KMS1099,1820,"canvas,oil",1831,Jens Juel,KMS1099,"Elisabeth (Lisa) de la Calmette, f. baronesse Iselin"
KMS4446,1900,"canvas,oil",1915,Poul Simon Christiansen,KMS4446,Skovvej ved Dyrnæs
KMS4056,1760,"canvas,oil,portrait",1776,Vigilius Eriksen,KMS4056,The Queen Dowager Juliane Marie
KMS8654,1900,"canvas,oil,portrait",1909,Anna Ancher,KMS8654,The Artist's Mother Ane Hedvig Brøndum in the Blue Room
KMS3852,1920,"canvas,oil,still life",1923,Harald Giersing,KMS3852,Still Life with Bottle
KMS7442,1820,"canvas,oil",1828,Frederik Sødring,KMS7442,The Rear Courtyard of Charlottenborg Palace
KMSsp229,1620,"canvas,oil",1633,Cornelis Schut,KMSsp229,"Bacchus, Ceres and Venus"
KMS6383,1920,"canvas,oil,religious art",1920,Karl Isakson,KMS6383,The Crowning with Thorns
KMS4182,1900,"canvas,oil",1902,Christian Mourier-Petersen,KMS4182,Hedelandskab. Efterår
KMS3275,1760,"canvas,oil,self-portrait",1773,Jens Juel,KMS3275,Self-portrait with Portfolio
KMS1054,1840,"canvas,oil",1844,Fritz Thomsen,KMS1054,Svanhvide
KMS3830,1760,"canvas,oil",1765,Giovanni Domenico Tiepolo,KMS3830,The Triumph of Pulcinella
KMSsp621,1700,"canvas,oil",1701,Jan Weenix,KMSsp621,Dead Game
KMS815,1820,"canvas,oil",1835,Albert Küchler,KMS815,A Young Italian Woman being  Adorned by her Mother
KMS2035,1880,"canvas,oil",1895,Poul Simon Christiansen,KMS2035,Dante and Beatrice in Paradise
KMS1801,1860,"canvas,oil,marine art",1870,Carl Frederik Sørensen,KMS1801,A Norwegian Coastline
KMS1061,1640,"canvas,oil,religious art",1650,Pieter Thijs,KMS1061,The Mystic Marriage of St Catherine
KMS3618,1840,"canvas,oil",1859,Julius Exner,KMS3618,A Gondola
KMS3201,1880,"canvas,oil",1894,Laurits Andersen Ring,KMS3201,Three Skulls from Convento dei Cappucini at Palermo
KMS1097,1780,"canvas,oil,portrait",1781,Jens Juel,KMS1097,"Amtmand, geheimeråd Antoine de la Calmette"
KMS8579,1820,"canvas,oil",1826,Christoffer Wilhelm Eckersberg,KMS8579,Study of Clouds over the Sound
KMS3138,1860,"canvas,oil",1877,Joakim Skovgaard,KMS3138,Sommerlandskab
KMS4520,1900,"canvas,oil,nude",1915,Karl Isakson,KMS4520,Standing Model
KMS6397,1900,"canvas,oil,portrait",1907,Karl Isakson,KMS6397,Portrait of the Painter Edvard Weie
KMS1484,1880,"canvas,oil",1893,Thorvald Niss,KMS1484,Sunflowers on a Beach
KMS530,1840,"canvas,oil",1847,Christian Andreas Schleisner,KMS530,En scene i værtshuset Brokkensbod
KMS1963a,1780,"canvas,millboard,oil",1781,Nicolai Abildgaard,KMS1963a,The Establishment of Schools
KMS7599,1820,"canvas,oil paint,marine art",1831,Johan Christian Dahl,KMS7599,Seascape with a Wreck
KMS4223,1900,"canvas,oil,genre art",1908,Laurits Andersen Ring,KMS4223,Whitewashing the Old House
KMS1752,1860,"canvas,oil",1873,Christen Dalsgaard,KMS1752,To kvinder besøger landsbykunstneren for at se det bestilte gravkors
KMS4809,1880,"canvas,oil",1895,Theodor Philipsen,KMS4809,Malkepladsen ved Dyrehavegård
KMS6391,1900,"canvas,oil,landscape art",1912,Edvard Weie,KMS6391,"Mindet, Christiansø"
KMS1240,1880,"canvas,oil",1885,Frederik Rohde,KMS1240,Vinterlandskab. Motiv fra Jægersborg Dyrehave
KMS224,1820,"canvas,oil",1832,Frederik Sødring,KMS224,"The Ruins of Brahehus near Jönköping, Sweden"
KMS3482,1820,"canvas,oil,portrait",1835,Christen Købke,KMS3482,"Portrait of the Artist´s Father, Master Baker Peter Berendt Købke"
KMS1042,1840,"canvas,oil",1849,Fritz Thomsen,KMS1042,Black Comet
KMS402,1840,"canvas,oil,landscape art",1842,Johan Lundbye,KMS402,Zealand Landscape. Open Country in North Zealand
KMS3662,1880,"canvas,oil,portrait",1889,Vilhelm Hammershøi,KMS3662,The Painter Kristian Zahrtmann
KMS3062,1660,"canvas,oil",1672,Cornelis Norbertus Gysbrechts,KMS3062,Trompe l'Oeil with Pistols
KMS3203,1880,"canvas,oil",1896,Laurits Tuxen,KMS3203,The Coronation Ceremony of Tsar Nicolai II in Moscow. Sketch
KMS7240,1820,"canvas,oil,landscape art",1831,Frederik Sødring,KMS7240,"The ""Summer Spire"" on the Chalk Cliffs of the Island Møn. Moonlight"
KMSsp583,1660,"canvas,oil",1673,Melchior d'Hondecoeter,KMSsp583,Hen Run at a Manor
KMSsp490,1680,"canvas,oil",1681,Isaak van Nickelen,KMSsp490,Interior of St Bavo Church in Haarlem. View from the Nave towards the Choir
KMS3004,1820,"canvas,oil",1826,Constantin Hansen,KMS3004,The Artist's Sisters Signe and Henriette Reading a Book
KMS3145,1860,"canvas,oil",1862,Andreas Herman Hunæus,KMS3145,Promenading on the Ramparts of Copenhagen on the Evening of a Public Holiday in Spring
KMS438,1840,"canvas,oil",1855,Anders Christian Lunde,KMS438,Strandparti i nærheden af Tårbæk
KMS57,1820,"canvas,oil",1826,Ditlev Blunck,KMS57,"A Battle-Painter, Jørgen Sonne, in his Studio"
KMS344,1820,"canvas,oil",1838,Johan Stroe,KMS344,Strandvejen ved Vedbæk. Vintereftermiddag
KMSsp810,1620,"canvas,oil,portrait",1622,Adam de Coster,KMSsp810,Two Sculptors at Night in Rome. Double Portrait of Francois Duquesnoy and Georg Petel
KMS3998,1920,"canvas,oil",1929,Niels Larsen Stevns,KMS3998,"View from Bokul, Gudhjem"
KMS6251,1780,"canvas,oil,group portrait",1797,Jens Juel,KMS6251,"Niels Ryberg with his Son Johan Christian and his Daughter-in-Law Engelke, née Falbe"
KMS7591,1800,"canvas,oil",1800,Nicolai Abildgaard,KMS7591,Philosophy. Allegorical figure.
KMS3924,1560,"wood,oil,religious art",1569,Hieronymus Bosch,KMS3924,Christ Driving the Traders from the Temple
KMS1469,1880,"canvas,oil",1893,Frants Henningsen,KMS1469,Hos pantelåneren
KMS1665,1880,"canvas,oil",1891,Julius Paulsen,KMS1665,Cain
299,1660,landscape art,1660,Jacob van Ruisdael,299,Landscape with a Waterfall and a Hut
KMS1824,1780,"canvas,oil",1782,Jens Juel,KMS1824,View of the Country near Jægerspris
KMS6337,1900,"canvas,oil,landscape art",1912,Theodor Philipsen,KMS6337,Evening Landscape
KMS395,1780,"canvas,oil",1780,Nicolai Abildgaard,KMS395,Ossian Singing His Swan Song
KMS1062,1840,"canvas,oil",1852,Johan Laurentz Jensen,KMS1062,"Various Fruits, including Melon and Grapes"
KMS3423,1900,"canvas,oil",1917,Isaac Grünewald,KMS3423,View of Stockholm
KMS4580,1840,"canvas,oil",1857,P. C. Skovgaard,KMS4580,"A Beech Wood in May near Iselingen Manor, Zealand"
KMS508b,1840,"canvas,oil",1842,Ditlev Blunck,KMS508b,Youth. From the series: The Four Ages of Man
KMS1821,1840,"canvas,oil",1849,Vilhelm Kyhn,KMS1821,Nordsjællandsk landskab. Eftermiddagsbelysning
KMS1662,1820,"canvas,oil",1831,Christen Købke,KMS1662,View from the Loft of the Grain Store at the Bakery in the Citadel of Copenhagen
KMS1117,1860,"canvas,oil,portrait,still life,group portrait",1878,Carl Bloch,KMS1117,Still Life with Fish
KMS3343,1800,"canvas,oil",1800,Nicolai Abildgaard,KMS3343,Theology. Allegorical figure
KMS648,1700,"canvas,oil",1713,Karel Breydel,KMS648,Cavalry Skirmish at a Fortress
KMS3334,1880,"canvas,oil",1890,Theodor Philipsen,KMS3334,Long Shadows. Cattle on the Island of Saltholm
KMS137,1780,"canvas,oil",1793,Jens Juel,KMS137,En sjællandsk bondegård under et optrækkende uvejr. Eigaard ved Ordrup
KMS3442,1800,"canvas,oil",1808,Nicolai Abildgaard,KMS3442,The Greek Poet Anacreon and Bathyll
KMSsp240,1620,"canvas,oil,portrait",1627,Anthony van Dyck,KMSsp240,Queen Henrietta Maria of England
KMS4125,1900,"canvas,oil",1917,Harald Giersing,KMS4125,Inside the Wood
KMS2081,1780,"canvas,oil",1795,Jens Juel,KMS2081,"Two Dwarfs: Obligeert, a Jewish pigtail-ribbon Vendor, beside the Roman Dwarf Bajocco in one of the Streets of Copenhagen"
KMS7640,1840,"canvas,oil",1843,P. C. Skovgaard,KMS7640,Vejby with the Church seen from the North. Evening Light. Zealand
KMSsp864,1780,"wood,oil",1791,Jens Juel,KMSsp864,"The Artist and his Wife Rosine, née Dørschel"
KMS3769,1840,"millboard,oil,genre art",1844,Martinus Rørbye,KMS3769,The View from the Temple of Athena on the Acropolis
KMSsp786,1780,"canvas,oil",1786,Johann Friedrich Weitsch,KMSsp786,Monument in an Oak Wood
KMS3929,1860,"canvas,oil",1873,Christen Dalsgaard,KMS3929,The Manor of Krabbesholm in Jutland
KMS8856,1740,"canvas,oil,portrait",1752,Carl Gustaf Pilo,KMS8856,Q63010600
KMS2059,1800,"canvas,oil",1816,Christoffer Wilhelm Eckersberg,KMS2059,"A Pergola, Italy"
KMS1263,1820,"canvas,oil",1824,Ditlev Martens,KMS1263,Det indre af Roskilde Domkirke
